Offset(P)            #Ptr   #Hnd Access Name
0x00009a07845c5ea0     11      0 R--rwd \Device\HarddiskVolume2\Windows\System32\browser_broker.exe
0x00009a07845c61c0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_MicrosoftOfficeHub_8wekyb3d8bbwe!Microsoft_MicrosoftOfficeHub
0x00009a07845c6350      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mf.dll
0x00009a07845c64e0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{F38BF404-1D43-42F2-9305-67DE0B28FC23}_regedit_exe
0x00009a07845c6990     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\uxtheme.dll
0x00009a07845c6b20  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge
0x00009a07845c6cb0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_SecHealthUI_cw5n1h2txyewy!SecHealthUI
0x00009a07845c7930     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\SensorsClassExtension.dll
0x00009a07845c8100  32766      1 R--rwd \Device\HarddiskVolume2\Windows\System32\spool\drivers\x64\PCC
0x00009a07845c8290  32722      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Nurturing\campaign_history
0x00009a07845c85b0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ngcpopkeysrv.dll
0x00009a07845c8bf0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a07845c90a0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msauserext.dll
0x00009a07845c93c0     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\seclogon.dll
0x00009a07845c9550     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\httpapi.dll
0x00009a07845c9870  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui
0x00009a07845c9b90     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\keyiso.dll
0x00009a07845c9eb0  32767      1 ------ \Device\DeviceApi\CMApi
0x00009a07845ca360     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wbem\wbemdisp.dll
0x00009a07845ca4f0      1      1 ------ \Device\DeviceApi\CMApi
0x00009a07845ca9a0  32756      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Login Data
0x00009a07845cab30     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gamestreamingext.dll
0x00009a07845cae50  32758      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Nurturing\campaign_history
0x00009a07845cb300      1      1 -W-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\000003.log
0x00009a07845cb620     16      0 R--rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Session Storage\000003.log
0x00009a07845cb7b0     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\Windows.Internal.ShellCommon.Broker.dll
0x00009a07845cb940     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\browcli.dll
0x00009a07845cbad0     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\MP3DMOD.DLL
0x00009a07845cbc60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\crypt32.dll.mui
0x00009a07845cbdf0  32768      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\LOCK
0x00009a07845cc430  32784      1 -W-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\LOG
0x00009a07845cc750     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msoert2.dll
0x00009a07845ccd90     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SecureTimeAggregator.dll
0x00009a07845cd0b0     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wshom.ocx
0x00009a07845cd240     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptnet.dll
0x00009a07845cd3d0     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_20127.NLS
0x00009a07845cd880     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\licmgr10.dll
0x00009a07845cdba0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cabinet.dll
0x00009a07845cdd30     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\cmdext.dll
0x00009a07845ce370     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845ce690  32765      1 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\msedge_100_percent.pak
0x00009a07845ce820  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\Windows.Web.dll.mui
0x00009a07845ce9b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845cecd0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07845cee60      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a07845cf180     10      0 R--rwd \Device\HarddiskVolume2\Windows\System32\SpeechPal.dll
0x00009a07845cf310     11      0 R--rwd \Device\HarddiskVolume2\Windows\System32\msacm32.dll
0x00009a07845cf630      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dllhost.exe
0x00009a07845cfc70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.StateRepository.dll
0x00009a07845d0440     10      0 R--rwd \Device\HarddiskVolume2\Windows\System32\Windows.Graphics.Printing.dll
0x00009a07845d05d0     11      0 R--rwd \Device\HarddiskVolume2\Windows\System32\spfileq.dll
0x00009a07845d0c10  32176      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT
0x00009a07845d0da0  32748      1 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AppData\CacheStorage\CacheStorage.edb
0x00009a07845d10c0  32335      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat
0x00009a07845d1250  32739      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\ntuser.dat.LOG1
0x00009a07845d13e0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ELSCore.dll
0x00009a07845d1a20     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wercplsupport.dll
0x00009a07845d1bb0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07845d1d40     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\CertEnroll.dll
0x00009a07845d21f0  65535      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\arialbd.ttf
0x00009a07845d26a0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07845d2830  32741      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x00009a07845d29c0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\certca.dll
0x00009a07845d3190  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx
0x00009a07845d3320     16      0 ------ \Device\HarddiskVolume2\Windows\System32\normidna.nls
0x00009a07845d34b0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07845d3640      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elsTrans.dll
0x00009a07845d3960      7      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.167.586.0_x86__zpdnekdrzrea0\swiftshader\libGLESv2.dll
0x00009a07845d3c80  32736      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\ntuser.dat.LOG2
0x00009a07845d3e10     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tokenbinding.dll
0x00009a07845d4130  32768      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\LOCK
0x00009a07845d42c0  32778      1 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AppData\CacheStorage\CacheStorage.jfm
0x00009a07845d4450     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d45e0  32766      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x00009a07845d4a90  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_SecHealthUI_cw5n1h2txyewy!SecHealthUI
0x00009a07845d4c20  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07845d4db0     15      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x00009a07845d50d0  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT{fbf27f71-f6b6-11eb-8d32-c2a2f693edc8}.TMContainer00000000000000000001.regtrans-ms
0x00009a07845d53f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.ApplicationModel.dll
0x00009a07845d5710  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT{fbf27f71-f6b6-11eb-8d32-c2a2f693edc8}.TM.blf
0x00009a07845d58a0  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT{fbf27f71-f6b6-11eb-8d32-c2a2f693edc8}.TMContainer00000000000000000002.regtrans-ms
0x00009a07845d5a30  32749      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Cache\data_1
0x00009a07845d5bc0     29      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d6390     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AuthBroker.dll
0x00009a07845d6520      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscui.dll
0x00009a07845d66b0  32769      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT{fbf27f71-f6b6-11eb-8d32-c2a2f693edc8}.TM
0x00009a07845d6840  32790      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Operational.evtx
0x00009a07845d69d0  32766      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38
0x00009a07845d6b60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winnlsres.dll.mui
0x00009a07845d6cf0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\StateRepository.Core.dll
0x00009a07845d7650  32768      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\Jimmie\NTUSER.DAT{fbf27f71-f6b6-11eb-8d32-c2a2f693edc8}.TM
0x00009a07845d7970  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat{fbf27fa4-f6b6-11eb-8d32-c2a2f693edc8}.TMContainer00000000000000000001.regtrans-ms
0x00009a07845d7c90     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.CloudStore.dll
0x00009a07845d7e20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d8140      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AppxAllUserStore.dll
0x00009a07845d82d0  32759      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Credentials
0x00009a07845d8460  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\crypt32.dll.mui
0x00009a07845d85f0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d8780      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x00009a07845d8910     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d8aa0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d8c30  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ESENT.dll.mui
0x00009a07845d8dc0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\dnsapi.dll.mui
0x00009a07845d9270  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a07845d9400     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845d9590      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shacctprofile.dll
0x00009a07845d9720  32759      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Credentials
0x00009a07845d9a40      1      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38
0x00009a07845d9bd0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\netmsg.dll.mui
0x00009a07845d9d60  32780      1 RWD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm
0x00009a07845d9ef0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx
0x00009a07845da080  32768      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat{fbf27fa4-f6b6-11eb-8d32-c2a2f693edc8}.TM
0x00009a07845da210  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat{fbf27fa4-f6b6-11eb-8d32-c2a2f693edc8}.TMContainer00000000000000000002.regtrans-ms
0x00009a07845da3a0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845da530  32769      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat{fbf27fa4-f6b6-11eb-8d32-c2a2f693edc8}.TM
0x00009a07845da6c0  32769      1 RW-r-- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\UsrClass.dat{fbf27fa4-f6b6-11eb-8d32-c2a2f693edc8}.TM.blf
0x00009a07845da9e0     15      0 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\ShellComponents\ShellComponents.pri
0x00009a07845dab70  32722      1 RWD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x00009a07845db340  32794      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx
0x00009a07845db4d0     11      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm
0x00009a07845db660  32768      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalState\Spotify\Storage\index.dat
0x00009a07845db7f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07845db980  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4BackUpKeySvc.evtx
0x00009a07845dbb10     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\radardt.dll
0x00009a0784802370     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.StateRepositoryPS.dll
0x00009a0784802cd0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a0784804a80     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MrmDeploy.dll
0x00009a07848066a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Faultrep.dll
0x00009a0784807c80  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07848098a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wlidprov.dll
0x00009a0784809bc0     15      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\TraceLogging.dll
0x00009a078480bb00      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.FileExplorer.Common.dll
0x00009a078480be20     15      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1250.NLS
0x00009a078480f7f0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winmm.dll
0x00009a07848102e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PrintIsolationProxy.dll
0x00009a0784810600     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ctfmon.exe
0x00009a0784810920  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4ActionCenter.evtx
0x00009a0784811280     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devrtl.dll
0x00009a0784812ea0  32043      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal
0x00009a0784813e40     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmpapi.dll
0x00009a0784814610  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a0784816b90     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\InputLocaleManager.dll
0x00009a0784817680     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ShareHost.dll
0x00009a07848192a0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078481ce00     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WinRtTracing.dll
0x00009a078481da80  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a078481f6a0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NetworkIcon.dll
0x00009a078481f830      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a0784c43370  32720      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Cookies-journal
0x00009a0784c43820     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\CURRENT
0x00009a0784c439b0  32765      1 ------ \Device\DeviceApi\Dev\Query
0x00009a0784c43b40  32765      1 ------ \Device\DeviceApi\Dev\Query
0x00009a0784c44630     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\wasm\index-dir\the-real-index
0x00009a0784c44ae0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\LockController.dll
0x00009a0784c44c70     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\js\index-dir\the-real-index
0x00009a0784c44e00     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\wasm\index
0x00009a0784c45120     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0784c45c10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DictationManager.dll
0x00009a0784c45da0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0784c460c0  32748      1 ------ \Device\Afd\Endpoint
0x00009a0784c46d40  32769      1 ------ \Device\NamedPipe\SearchTextHarvester
0x00009a0784c46ed0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0784c47b50     16      0 R--rwd \Device\HarddiskVolume2\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.167.586.0_x86__zpdnekdrzrea0\Apps\login.spa
0x00009a0784c47ce0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\js\8c8d3fe6e0e57b95_0
0x00009a0784c48190     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\js\5ba74fa5e9bf666b_0
0x00009a0784c48640      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0784c487d0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0784c48af0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.UI.Core.TextInput.dll
0x00009a0784c48e10  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\vsstrace.dll.mui
0x00009a0784c492c0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Code Cache\js\8b8ea63a9e15b40e_0
0x00009a0784c49770  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ESENT.dll.mui
0x00009a0784c49900     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
